zip;county;state;geopoint;timezone
76864;MILLS COUNTY;TX;31.561427,-98.73632;America/Chicago
76865;RUNNELS COUNTY;TX;31.849628,-100.15332;America/Chicago
76866;CONCHO COUNTY;TX;31.472654,-99.92215;America/Chicago
76869;MASON COUNTY;TX;30.909853,-98.98395;America/Chicago
76870;MILLS COUNTY;TX;31.651485,-98.50831;America/Chicago
76871;SAN SABA COUNTY;TX;31.292292,-98.96012;America/Chicago
76872;MCCULLOCH COUNTY;TX;31.314477,-99.17492;America/Chicago
76873;COLEMAN COUNTY;TX;31.51161,-99.37166;America/Chicago
76874;KIMBLE COUNTY;TX;30.480128,-100.1175;America/Chicago
76875;RUNNELS COUNTY;TX;31.611317,-100.033;America/Chicago
76877;SAN SABA COUNTY;TX;31.190826,-98.74134;America/Chicago
76878;COLEMAN COUNTY;TX;31.722813,-99.2959;America/Chicago
76880;MILLS COUNTY;TX;31.477095,-98.630919;America/Chicago
76882;COLEMAN COUNTY;TX;31.801928,-99.68057;America/Chicago
76883;KIMBLE COUNTY;TX;29.956952,-100.227509;America/Chicago
76884;COLEMAN COUNTY;TX;31.753561,-99.54774;America/Chicago
76885;LLANO COUNTY;TX;30.904481,-98.79242;America/Chicago
76886;TOM GREEN COUNTY;TX;31.349348,-100.494912;America/Chicago
76887;MCCULLOCH COUNTY;TX;30.973049,-99.17091;America/Chicago
76888;COLEMAN COUNTY;TX;31.589203,-99.62601;America/Chicago
76890;BROWN COUNTY;TX;31.685153,-98.77741;America/Chicago
76901;TOM GREEN COUNTY;TX;31.474132,-100.5198;America/Chicago
76902;TOM GREEN COUNTY;TX;31.39577,-100.68959;America/Chicago
76903;TOM GREEN COUNTY;TX;31.468911,-100.4387;America/Chicago
76904;TOM GREEN COUNTY;TX;31.344515,-100.47217;America/Chicago
76905;TOM GREEN COUNTY;TX;31.515684,-100.34896;America/Chicago
76906;TOM GREEN COUNTY;TX;31.372754,-100.495114;America/Chicago
76908;TOM GREEN COUNTY;TX;31.39577,-100.68959;America/Chicago
76909;TOM GREEN COUNTY;TX;31.39577,-100.68959;America/Chicago
76930;IRION COUNTY;TX;31.148007,-101.18632;America/Chicago
76932;REAGAN COUNTY;TX;31.304669,-101.50841;America/Chicago
76933;COKE COUNTY;TX;31.887436,-100.28655;America/Chicago
76934;TOM GREEN COUNTY;TX;31.603027,-100.65431;America/Chicago
76935;TOM GREEN COUNTY;TX;31.088429,-100.41072;America/Chicago
76936;SCHLEICHER COUNTY;TX;30.860483,-100.53988;America/Chicago
76937;TOM GREEN COUNTY;TX;31.377623,-100.10134;America/Chicago
76939;TOM GREEN COUNTY;TX;31.250101,-100.592015;America/Chicago
76940;TOM GREEN COUNTY;TX;31.45195,-100.12886;America/Chicago
76941;IRION COUNTY;TX;31.330315,-100.93381;America/Chicago
76943;CROCKETT COUNTY;TX;30.620199,-101.24517;America/Chicago
76945;COKE COUNTY;TX;31.890079,-100.5669;America/Chicago
76949;COKE COUNTY;TX;32.047723,-100.69452;America/Chicago
76950;SUTTON COUNTY;TX;30.453299,-100.56983;America/Chicago
76951;STERLING COUNTY;TX;31.818347,-101.0455;America/Chicago
76953;COKE COUNTY;TX;31.716571,-100.35906;America/Chicago
76955;TOM GREEN COUNTY;TX;31.305402,-100.12871;America/Chicago
76957;TOM GREEN COUNTY;TX;31.359844,-100.206705;America/Chicago
76958;TOM GREEN COUNTY;TX;31.663529,-100.71789;America/Chicago
77001;HARRIS COUNTY;TX;29.813142,-95.309789;America/Chicago
77002;HARRIS COUNTY;TX;29.755578,-95.36531;America/Chicago
77003;HARRIS COUNTY;TX;29.749278,-95.34741;America/Chicago
77004;HARRIS COUNTY;TX;29.728779,-95.3657;America/Chicago
77005;HARRIS COUNTY;TX;29.717529,-95.42821;America/Chicago
77006;HARRIS COUNTY;TX;29.741878,-95.38944;America/Chicago
77007;HARRIS COUNTY;TX;29.772627,-95.40319;America/Chicago
77008;HARRIS COUNTY;TX;29.798777,-95.40951;America/Chicago
77009;HARRIS COUNTY;TX;29.79326,-95.36735;America/Chicago
77010;HARRIS COUNTY;TX;29.754728,-95.36216;America/Chicago
77011;HARRIS COUNTY;TX;29.742378,-95.30726;America/Chicago
77012;HARRIS COUNTY;TX;29.719778,-95.27906;America/Chicago
77013;HARRIS COUNTY;TX;29.78146,-95.24289;America/Chicago
77014;HARRIS COUNTY;TX;29.979063,-95.47294;America/Chicago
77015;HARRIS COUNTY;TX;29.778526,-95.18118;America/Chicago
77016;HARRIS COUNTY;TX;29.857007,-95.30886;America/Chicago
77017;HARRIS COUNTY;TX;29.687829,-95.25478;America/Chicago
77018;HARRIS COUNTY;TX;29.825476,-95.42619;America/Chicago
77019;HARRIS COUNTY;TX;29.752528,-95.39923;America/Chicago
77020;HARRIS COUNTY;TX;29.775927,-95.31836;America/Chicago
77021;HARRIS COUNTY;TX;29.695879,-95.3573;America/Chicago
77022;HARRIS COUNTY;TX;29.825176,-95.37798;America/Chicago
77023;HARRIS COUNTY;TX;29.725961,-95.3227;America/Chicago
77024;HARRIS COUNTY;TX;29.773994,-95.51771;America/Chicago
77025;HARRIS COUNTY;TX;29.69023,-95.43474;America/Chicago
77026;HARRIS COUNTY;TX;29.79437,-95.33395;America/Chicago
77027;HARRIS COUNTY;TX;29.739029,-95.44364;America/Chicago
77028;HARRIS COUNTY;TX;29.827315,-95.28631;America/Chicago
77029;HARRIS COUNTY;TX;29.760794,-95.26043;America/Chicago
77030;HARRIS COUNTY;TX;29.704584,-95.40466;America/Chicago
77031;HARRIS COUNTY;TX;29.654132,-95.54311;America/Chicago
77032;HARRIS COUNTY;TX;29.944922,-95.34152;America/Chicago
77033;HARRIS COUNTY;TX;29.66913,-95.33834;America/Chicago
77034;HARRIS COUNTY;TX;29.63643,-95.21789;America/Chicago
77035;HARRIS COUNTY;TX;29.654108,-95.47692;America/Chicago
77036;HARRIS COUNTY;TX;29.70053,-95.53514;America/Chicago
77037;HARRIS COUNTY;TX;29.885451,-95.39552;America/Chicago
77038;HARRIS COUNTY;TX;29.917814,-95.44138;America/Chicago
77039;HARRIS COUNTY;TX;29.909123,-95.33683;America/Chicago
77040;HARRIS COUNTY;TX;29.878345,-95.53337;America/Chicago
77041;HARRIS COUNTY;TX;29.85873,-95.57243;America/Chicago
77042;HARRIS COUNTY;TX;29.741565,-95.55996;America/Chicago
77043;HARRIS COUNTY;TX;29.802473,-95.5618;America/Chicago
77044;HARRIS COUNTY;TX;29.88277,-95.16782;America/Chicago
77045;HARRIS COUNTY;TX;29.629111,-95.43841;America/Chicago
77046;HARRIS COUNTY;TX;29.733181,-95.43131;America/Chicago
77047;HARRIS COUNTY;TX;29.616182,-95.37767;America/Chicago
77048;HARRIS COUNTY;TX;29.633081,-95.33761;America/Chicago
77049;HARRIS COUNTY;TX;29.832668,-95.1742;America/Chicago
77050;HARRIS COUNTY;TX;29.896156,-95.28687;America/Chicago
77051;HARRIS COUNTY;TX;29.66543,-95.36871;America/Chicago
77052;HARRIS COUNTY;TX;29.676829,-95.177587;America/Chicago
77053;FORT BEND COUNTY;TX;29.596666,-95.45981;America/Chicago
77054;HARRIS COUNTY;TX;29.683865,-95.39772;America/Chicago
77055;HARRIS COUNTY;TX;29.798877,-95.49629;America/Chicago
77056;HARRIS COUNTY;TX;29.747328,-95.46931;America/Chicago
77057;HARRIS COUNTY;TX;29.745129,-95.49131;America/Chicago
77058;HARRIS COUNTY;TX;29.55283,-95.10265;America/Chicago
77059;HARRIS COUNTY;TX;29.601776,-95.11734;America/Chicago
77060;HARRIS COUNTY;TX;29.933367,-95.39916;America/Chicago
77061;HARRIS COUNTY;TX;29.66028,-95.28446;America/Chicago
77062;HARRIS COUNTY;TX;29.57493,-95.13238;America/Chicago
77063;HARRIS COUNTY;TX;29.734379,-95.52269;America/Chicago
77064;HARRIS COUNTY;TX;29.923638,-95.55919;America/Chicago
77065;HARRIS COUNTY;TX;29.927675,-95.60547;America/Chicago
77066;HARRIS COUNTY;TX;29.959439,-95.49694;America/Chicago
77067;HARRIS COUNTY;TX;29.952354,-95.45065;America/Chicago
77068;HARRIS COUNTY;TX;30.007886,-95.48532;America/Chicago
77069;HARRIS COUNTY;TX;29.984672,-95.52887;America/Chicago
77070;HARRIS COUNTY;TX;29.978801,-95.57655;America/Chicago
77071;HARRIS COUNTY;TX;29.647637,-95.51718;America/Chicago
77072;HARRIS COUNTY;TX;29.700898,-95.59002;America/Chicago
77073;HARRIS COUNTY;TX;30.008745,-95.41273;America/Chicago
77074;HARRIS COUNTY;TX;29.689781,-95.51161;America/Chicago
77075;HARRIS COUNTY;TX;29.620881,-95.26018;America/Chicago
77076;HARRIS COUNTY;TX;29.858525,-95.38178;America/Chicago
77077;HARRIS COUNTY;TX;29.750897,-95.61255;America/Chicago
77078;HARRIS COUNTY;TX;29.849424,-95.25951;America/Chicago
77079;HARRIS COUNTY;TX;29.773018,-95.60125;America/Chicago
77080;HARRIS COUNTY;TX;29.816866,-95.52309;America/Chicago
77081;HARRIS COUNTY;TX;29.70828,-95.48361;America/Chicago
77082;HARRIS COUNTY;TX;29.722704,-95.6314;America/Chicago
77083;HARRIS COUNTY;TX;29.691714,-95.64978;America/Chicago
77084;HARRIS COUNTY;TX;29.839155,-95.66391;America/Chicago
77085;HARRIS COUNTY;TX;29.621746,-95.48695;America/Chicago
77086;HARRIS COUNTY;TX;29.920981,-95.49556;America/Chicago
77087;HARRIS COUNTY;TX;29.686579,-95.30386;America/Chicago
77088;HARRIS COUNTY;TX;29.879213,-95.45028;America/Chicago
77089;HARRIS COUNTY;TX;29.589831,-95.22251;America/Chicago
77090;HARRIS COUNTY;TX;30.012711,-95.45132;America/Chicago
77091;HARRIS COUNTY;TX;29.852975,-95.43586;America/Chicago
77092;HARRIS COUNTY;TX;29.833326,-95.47644;America/Chicago
77093;HARRIS COUNTY;TX;29.862024,-95.33967;America/Chicago
77094;HARRIS COUNTY;TX;29.770722,-95.6988;America/Chicago
77095;HARRIS COUNTY;TX;29.896656,-95.64842;America/Chicago
77096;HARRIS COUNTY;TX;29.674336,-95.48123;America/Chicago
77097;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77098;HARRIS COUNTY;TX;29.735529,-95.41405;America/Chicago
77099;HARRIS COUNTY;TX;29.668489,-95.5869;America/Chicago
77201;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77202;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77203;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77204;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77205;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77206;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77207;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77208;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77209;HARRIS COUNTY;TX;29.612816,-95.158517;America/Chicago
77210;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77212;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77213;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77215;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77216;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77217;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77218;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77219;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77220;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77221;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77222;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77223;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77224;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77225;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77226;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77227;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77228;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77229;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77230;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77231;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77233;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77234;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77235;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77236;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77237;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77238;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77240;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77241;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77242;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77243;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77244;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77245;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77246;HARRIS COUNTY;TX;29.64, -95.43;America/Chicago
77247;HARRIS COUNTY;TX;29.64, -95.43;America/Chicago
77248;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77249;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77250;HARRIS COUNTY;TX;29.7, -95.53;America/Chicago
77251;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77252;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77253;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77254;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77255;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77256;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77257;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77258;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77259;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77260;HARRIS COUNTY;TX;29.67, -95.24;America/Chicago
77261;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77262;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77263;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77265;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77266;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77267;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77268;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77269;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77270;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77271;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77272;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77273;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77274;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77275;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77276;HARRIS COUNTY;TX;29.75, -95.36;America/Chicago
77277;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77278;HARRIS COUNTY;TX;29.76, -95.51;America/Chicago
77279;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77280;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77282;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77284;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77285;HARRIS COUNTY;TX;29.75, -95.36;America/Chicago
77286;HARRIS COUNTY;TX;29.67, -95.36;America/Chicago
77287;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77288;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77289;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77290;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77291;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77292;HARRIS COUNTY;TX;29.744341,-95.332598;America/Chicago
77293;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77294;HARRIS COUNTY;TX;29.86, -95.24;America/Chicago
77296;HARRIS COUNTY;TX;29.76, -95.36;America/Chicago
77297;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77298;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77299;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77301;MONTGOMERY COUNTY;TX;30.313308,-95.45085;America/Chicago
77302;MONTGOMERY COUNTY;TX;30.238563,-95.38927;America/Chicago
77303;MONTGOMERY COUNTY;TX;30.368543,-95.40217;America/Chicago
77304;MONTGOMERY COUNTY;TX;30.33146,-95.50703;America/Chicago
77305;MONTGOMERY COUNTY;TX;30.290638,-95.383202;America/Chicago
77306;MONTGOMERY COUNTY;TX;30.289893,-95.32698;America/Chicago
77315;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77316;MONTGOMERY COUNTY;TX;30.329017,-95.64985;America/Chicago
77318;MONTGOMERY COUNTY;TX;30.434486,-95.55009;America/Chicago
77320;WALKER COUNTY;TX;30.805099,-95.50719;America/Chicago
77325;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77326;POLK COUNTY;TX;30.519883,-94.81869;America/Chicago
77327;LIBERTY COUNTY;TX;30.35469,-95.04514;America/Chicago
77328;SAN JACINTO COUNTY;TX;30.188885,-94.804065;America/Chicago
77331;SAN JACINTO COUNTY;TX;30.619313,-95.13802;America/Chicago
77332;POLK COUNTY;TX;30.817866,-94.869052;America/Chicago
77333;MONTGOMERY COUNTY;TX;30.353346,-95.77833;America/Chicago
77334;WALKER COUNTY;TX;30.758511,-95.3688;America/Chicago
77335;POLK COUNTY;TX;30.595651,-94.94597;America/Chicago
77336;HARRIS COUNTY;TX;30.045495,-95.10714;America/Chicago
77337;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77338;HARRIS COUNTY;TX;30.005691,-95.28488;America/Chicago
77339;HARRIS COUNTY;TX;30.053368,-95.21807;America/Chicago
77340;WALKER COUNTY;TX;30.680641,-95.50776;America/Chicago
77341;WALKER COUNTY;TX;30.714476,-95.54977;America/Chicago
77342;WALKER COUNTY;TX;30.78128,-95.59527;America/Chicago
77343;WALKER COUNTY;TX;30.78128,-95.59527;America/Chicago
77344;WALKER COUNTY;TX;30.78128,-95.59527;America/Chicago
77345;HARRIS COUNTY;TX;30.062436,-95.16945;America/Chicago
77346;HARRIS COUNTY;TX;30.001902,-95.16962;America/Chicago
77347;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77348;WALKER COUNTY;TX;30.78128,-95.59527;America/Chicago
77349;WALKER COUNTY;TX;30.78128,-95.59527;America/Chicago
77350;POLK COUNTY;TX;30.856814,-94.856052;America/Chicago
77351;POLK COUNTY;TX;30.712538,-94.89915;America/Chicago
77353;MONTGOMERY COUNTY;TX;30.180626,-95.70925;America/Chicago
77354;MONTGOMERY COUNTY;TX;30.194267,-95.63918;America/Chicago
77355;MONTGOMERY COUNTY;TX;30.158706,-95.74464;America/Chicago
77356;MONTGOMERY COUNTY;TX;30.412229,-95.6529;America/Chicago
77357;MONTGOMERY COUNTY;TX;30.170751,-95.17832;America/Chicago
77358;WALKER COUNTY;TX;30.545212,-95.46752;America/Chicago
77359;SAN JACINTO COUNTY;TX;30.735628,-95.30405;America/Chicago
77360;POLK COUNTY;TX;30.818886,-95.11108;America/Chicago
77362;MONTGOMERY COUNTY;TX;30.152265,-95.67556;America/Chicago
77363;GRIMES COUNTY;TX;30.281863,-95.85326;America/Chicago
77364;SAN JACINTO COUNTY;TX;30.756728,-95.20485;America/Chicago
77365;MONTGOMERY COUNTY;TX;30.102209,-95.25748;America/Chicago
77367;WALKER COUNTY;TX;30.848603,-95.39644;America/Chicago
77368;LIBERTY COUNTY;TX;30.453845,-94.83674;America/Chicago
77369;LIBERTY COUNTY;TX;30.480319,-94.75643;America/Chicago
77371;SAN JACINTO COUNTY;TX;30.488028,-94.99963;America/Chicago
77372;MONTGOMERY COUNTY;TX;30.220237,-95.16723;America/Chicago
77373;HARRIS COUNTY;TX;30.056394,-95.38961;America/Chicago
77374;HARDIN COUNTY;TX;30.378705,-94.64906;America/Chicago
77375;HARRIS COUNTY;TX;30.073775,-95.61882;America/Chicago
77376;HARDIN COUNTY;TX;30.437704,-94.68614;America/Chicago
77377;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77378;MONTGOMERY COUNTY;TX;30.439428,-95.44677;America/Chicago
77379;HARRIS COUNTY;TX;30.024749,-95.53215;America/Chicago
77380;MONTGOMERY COUNTY;TX;30.143485,-95.46821;America/Chicago
77381;MONTGOMERY COUNTY;TX;30.17873,-95.5021;America/Chicago
77382;MONTGOMERY COUNTY;TX;30.214741,-95.53212;America/Chicago
77383;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77384;MONTGOMERY COUNTY;TX;30.233865,-95.49679;America/Chicago
77385;MONTGOMERY COUNTY;TX;30.18771,-95.43893;America/Chicago
77386;MONTGOMERY COUNTY;TX;30.128862,-95.41896;America/Chicago
77387;HARRIS COUNTY;TX;30.378446,-95.557004;America/Chicago
77388;HARRIS COUNTY;TX;30.055195,-95.46826;America/Chicago
77389;HARRIS COUNTY;TX;30.10824,-95.51716;America/Chicago
77391;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77393;HARRIS COUNTY;TX;30.329016,-95.463474;America/Chicago
77396;HARRIS COUNTY;TX;29.951621,-95.26785;America/Chicago
77399;POLK COUNTY;TX;30.817866,-94.869052;America/Chicago
77401;HARRIS COUNTY;TX;29.70403,-95.46099;America/Chicago
77402;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77404;MATAGORDA COUNTY;TX;28.798156,-95.651058;America/Chicago
77406;FORT BEND COUNTY;TX;29.50401,-95.919107;America/Chicago
77407;FORT BEND COUNTY;TX;29.68, -95.7;America/Chicago
77410;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77411;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77412;COLORADO COUNTY;TX;29.575183,-96.46831;America/Chicago
77413;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
77414;MATAGORDA COUNTY;TX;28.945269,-95.9357;America/Chicago
77415;MATAGORDA COUNTY;TX;28.936476,-95.72292;America/Chicago
77417;FORT BEND COUNTY;TX;29.483573,-95.93931;America/Chicago
77418;AUSTIN COUNTY;TX;29.983095,-96.26843;America/Chicago
77419;MATAGORDA COUNTY;TX;28.872088,-96.2316;America/Chicago
77420;WHARTON COUNTY;TX;29.249812,-95.92241;America/Chicago
77422;BRAZORIA COUNTY;TX;29.011241,-95.58071;America/Chicago
77423;WALLER COUNTY;TX;29.80038,-95.98452;America/Chicago
77426;WASHINGTON COUNTY;TX;30.132693,-96.25388;America/Chicago
77428;MATAGORDA COUNTY;TX;28.718954,-96.16969;America/Chicago
77429;HARRIS COUNTY;TX;29.982746,-95.66597;America/Chicago
77430;BRAZORIA COUNTY;TX;29.290602,-95.70739;America/Chicago
77431;BRAZORIA COUNTY;TX;29.173701,-95.820719;America/Chicago
77432;WHARTON COUNTY;TX;29.064542,-96.21454;America/Chicago
77433;HARRIS COUNTY;TX;29.884175,-95.72219;America/Chicago
77434;COLORADO COUNTY;TX;29.575458,-96.32079;America/Chicago
77435;WHARTON COUNTY;TX;29.520049,-96.08527;America/Chicago
77436;WHARTON COUNTY;TX;29.375762,-96.227967;America/Chicago
77437;WHARTON COUNTY;TX;29.197701,-96.2774;America/Chicago
77440;MATAGORDA COUNTY;TX;28.887522,-96.14826;America/Chicago
77441;FORT BEND COUNTY;TX;29.685917,-95.91804;America/Chicago
77442;COLORADO COUNTY;TX;29.424483,-96.45923;America/Chicago
77443;WHARTON COUNTY;TX;29.346878,-96.19287;America/Chicago
77444;FORT BEND COUNTY;TX;29.29995,-95.79753;America/Chicago
77445;WALLER COUNTY;TX;30.096649,-96.06979;America/Chicago
77446;WALLER COUNTY;TX;30.082131,-95.99178;America/Chicago
77447;HARRIS COUNTY;TX;30.065152,-95.8144;America/Chicago
77448;WHARTON COUNTY;TX;29.401714,-96.07526;America/Chicago
77449;HARRIS COUNTY;TX;29.825908,-95.7301;America/Chicago
77450;HARRIS COUNTY;TX;29.758799,-95.74751;America/Chicago
77451;FORT BEND COUNTY;TX;29.447947,-96.0007;America/Chicago
77452;AUSTIN COUNTY;TX;29.849283,-96.313271;America/Chicago
77453;WHARTON COUNTY;TX;29.170387,-96.014159;America/Chicago
77454;WHARTON COUNTY;TX;29.553544,-96.22224;America/Chicago
77455;WHARTON COUNTY;TX;29.095463,-96.40324;America/Chicago
77456;MATAGORDA COUNTY;TX;28.964146,-96.07346;America/Chicago
77457;MATAGORDA COUNTY;TX;28.67494,-95.9653;America/Chicago
77458;MATAGORDA COUNTY;TX;28.939249,-96.2147;America/Chicago
77459;FORT BEND COUNTY;TX;29.564347,-95.54762;America/Chicago
77460;COLORADO COUNTY;TX;29.60466,-96.524899;America/Chicago
77461;FORT BEND COUNTY;TX;29.401461,-95.82334;America/Chicago
77463;BRAZORIA COUNTY;TX;29.135066,-95.78335;America/Chicago
77464;FORT BEND COUNTY;TX;29.602015,-95.96882;America/Chicago
77465;MATAGORDA COUNTY;TX;28.735638,-96.22273;America/Chicago
77466;WALLER COUNTY;TX;29.818871,-95.99945;America/Chicago
77467;WHARTON COUNTY;TX;29.238931,-96.1716;America/Chicago
77468;MATAGORDA COUNTY;TX;29.177817,-95.89195;America/Chicago
77469;FORT BEND COUNTY;TX;29.584172,-95.747;America/Chicago
77470;COLORADO COUNTY;TX;29.520292,-96.57348;America/Chicago
77471;FORT BEND COUNTY;TX;29.549455,-95.81901;America/Chicago
77473;AUSTIN COUNTY;TX;29.799608,-96.10123;America/Chicago
77474;AUSTIN COUNTY;TX;29.776375,-96.16474;America/Chicago
77475;COLORADO COUNTY;TX;29.488245,-96.65185;America/Chicago
77476;FORT BEND COUNTY;TX;29.686804,-95.99738;America/Chicago
77477;FORT BEND COUNTY;TX;29.626187,-95.57145;America/Chicago
77478;FORT BEND COUNTY;TX;29.627737,-95.62444;America/Chicago
77479;FORT BEND COUNTY;TX;29.573345,-95.63213;America/Chicago
77480;BRAZORIA COUNTY;TX;29.055954,-95.71344;America/Chicago
77481;FORT BEND COUNTY;TX;29.478032,-95.58329;America/Chicago
77482;MATAGORDA COUNTY;TX;29.035651,-95.89207;America/Chicago
77483;MATAGORDA COUNTY;TX;28.83088,-95.93391;America/Chicago
77484;WALLER COUNTY;TX;30.068888,-95.92499;America/Chicago
77485;AUSTIN COUNTY;TX;29.632221,-96.07144;America/Chicago
77486;BRAZORIA COUNTY;TX;29.152396,-95.66319;America/Chicago
77487;FORT BEND COUNTY;TX;29.525461,-95.756462;America/Chicago
77488;WHARTON COUNTY;TX;29.307347,-96.09055;America/Chicago
77489;FORT BEND COUNTY;TX;29.601141,-95.51772;America/Chicago
77491;WALLER COUNTY;TX;29.83399,-95.434241;America/Chicago
77492;WALLER COUNTY;TX;29.83399,-95.434241;America/Chicago
77493;HARRIS COUNTY;TX;29.810279,-95.82011;America/Chicago
77494;FORT BEND COUNTY;TX;29.760833,-95.81104;America/Chicago
77496;FORT BEND COUNTY;TX;29.525461,-95.756462;America/Chicago
77497;FORT BEND COUNTY;TX;29.525461,-95.756462;America/Chicago
77498;FORT BEND COUNTY;TX;29.63, -95.65;America/Chicago
77501;HARRIS COUNTY;TX;29.83399,-95.434241;America/Chicago
